tipo_pasajero,origen,destino,tarifa_2026
Estudiante,El Parque,Costa Mar,140.0
Estudiante,El Parque,El Parque,140.0
Estudiante,El Parque,Lomas Coloradas,140.0
Estudiante,El Parque,C. Raúl Silva H.,140.0
Estudiante,El Parque,Hito Galvarino,200.0
Estudiante,El Parque,Los Canelos,200.0
Estudiante,El Parque,Huinca,210.0
Estudiante,El Parque,Cristo Redentor,210.0
Estudiante,El Parque,Laguna Quiñenco,220.0
Estudiante,El Parque,Intermodal Coronel,220.0
Estudiante,El Parque,Pasajero Lota,0.0
Estudiante,El Parque,Concepción Centro,0.0
Estudiante,Lomas Coloradas,Hualqui,200.0
Estudiante,Lomas Coloradas,La Leonera,200.0
Estudiante,Lomas Coloradas,Manquimávida,200.0
Estudiante,Lomas Coloradas,Pedro Medina,200.0
Estudiante,Lomas Coloradas,Chiguayante,200.0
Estudiante,Lomas Coloradas,Concepción,190.0
Estudiante,Lomas Coloradas,Lorenzo Arenas,190.0
Estudiante,Lomas Coloradas,UTFSM,200.0
Estudiante,Lomas Coloradas,Los Cóndores,200.0
Estudiante,Lomas Coloradas,Higueras,200.0
Estudiante,Lomas Coloradas,El Arenal,200.0
Estudiante,Lomas Coloradas,Mercado,200.0
Estudiante,Lomas Coloradas,Juan Pablo II,170.0
Estudiante,Lomas Coloradas,Diagonal Biobío,170.0
Estudiante,Lomas Coloradas,Alborada,170.0
Estudiante,Lomas Coloradas,Costa Mar,140.0
Estudiante,Lomas Coloradas,El Parque,140.0
Estudiante,Lomas Coloradas,Lomas Coloradas,140.0
Estudiante,Lomas Coloradas,C. Raúl Silva H.,140.0
Estudiante,Lomas Coloradas,Hito Galvarino,200.0
Estudiante,Lomas Coloradas,Los Canelos,200.0
Estudiante,Lomas Coloradas,Huinca,210.0
Estudiante,Lomas Coloradas,Cristo Redentor,210.0
Estudiante,Lomas Coloradas,Laguna Quiñenco,220.0
Estudiante,Lomas Coloradas,Intermodal Coronel,220.0
Estudiante,Lomas Coloradas,Pasajero Lota,0.0
Estudiante,Lomas Coloradas,Concepción Centro,0.0
Estudiante,C. Raúl Silva H.,Hualqui,200.0
Estudiante,C. Raúl Silva H.,La Leonera,200.0
Estudiante,C. Raúl Silva H.,Manquimávida,200.0
Estudiante,C. Raúl Silva H.,Pedro Medina,200.0
Estudiante,C. Raúl Silva H.,Chiguayante,200.0
Estudiante,C. Raúl Silva H.,Concepción,190.0
Estudiante,C. Raúl Silva H.,Lorenzo Arenas,190.0
Estudiante,C. Raúl Silva H.,UTFSM,200.0
Estudiante,C. Raúl Silva H.,Los Cóndores,200.0
Estudiante,C. Raúl Silva H.,Higueras,200.0
Estudiante,C. Raúl Silva H.,El Arenal,200.0
Estudiante,C. Raúl Silva H.,Mercado,200.0
Estudiante,C. Raúl Silva H.,Juan Pablo II,170.0
Estudiante,C. Raúl Silva H.,Diagonal Biobío,170.0
Estudiante,C. Raúl Silva H.,Alborada,170.0
Estudiante,C. Raúl Silva H.,Costa Mar,140.0
Estudiante,C. Raúl Silva H.,El Parque,140.0
Estudiante,C. Raúl Silva H.,Lomas Coloradas,140.0
Estudiante,C. Raúl Silva H.,C. Raúl Silva H.,140.0
Estudiante,C. Raúl Silva H.,Hito Galvarino,200.0
Estudiante,C. Raúl Silva H.,Los Canelos,200.0
Estudiante,C. Raúl Silva H.,Huinca,210.0
Estudiante,C. Raúl Silva H.,Cristo Redentor,210.0
Estudiante,C. Raúl Silva H.,Laguna Quiñenco,220.0
Estudiante,C. Raúl Silva H.,Intermodal Coronel,220.0
Estudiante,C. Raúl Silva H.,Pasajero Lota,0.0
Estudiante,C. Raúl Silva H.,Concepción Centro,0.0
Estudiante,Hito Galvarino,Hualqui,300.0
Estudiante,Hito Galvarino,La Leonera,300.0
Estudiante,Hito Galvarino,Manquimávida,300.0
Estudiante,Hito Galvarino,Pedro Medina,300.0
Estudiante,Hito Galvarino,Chiguayante,300.0
Estudiante,Hito Galvarino,Concepción,280.0
Estudiante,Hito Galvarino,Lorenzo Arenas,280.0
Estudiante,Hito Galvarino,UTFSM,290.0
Estudiante,Hito Galvarino,Los Cóndores,290.0
Estudiante,Hito Galvarino,Higueras,290.0
Estudiante,Hito Galvarino,El Arenal,290.0
Estudiante,Hito Galvarino,Mercado,290.0
Estudiante,Hito Galvarino,Juan Pablo II,220.0
Estudiante,Hito Galvarino,Diagonal Biobío,220.0
Estudiante,Hito Galvarino,Alborada,220.0
Estudiante,Hito Galvarino,Costa Mar,200.0
Estudiante,Hito Galvarino,El Parque,200.0
Estudiante,Hito Galvarino,Lomas Coloradas,200.0
Estudiante,Hito Galvarino,C. Raúl Silva H.,200.0
Estudiante,Hito Galvarino,Hito Galvarino,150.0
Estudiante,Hito Galvarino,Los Canelos,150.0
Estudiante,Hito Galvarino,Huinca,150.0
Estudiante,Hito Galvarino,Cristo Redentor,150.0
Estudiante,Hito Galvarino,Laguna Quiñenco,180.0
Estudiante,Hito Galvarino,Intermodal Coronel,180.0
Estudiante,Hito Galvarino,Pasajero Lota,0.0
Estudiante,Hito Galvarino,Concepción Centro,0.0
Estudiante,Los Canelos,Hualqui,300.0
Estudiante,Los Canelos,La Leonera,300.0
Estudiante,Los Canelos,Manquimávida,300.0
Estudiante,Los Canelos,Pedro Medina,300.0
Estudiante,Los Canelos,Chiguayante,300.0
Estudiante,Los Canelos,Concepción,280.0
Estudiante,Los Canelos,Lorenzo Arenas,280.0
Estudiante,Los Canelos,UTFSM,290.0
Estudiante,Los Canelos,Los Cóndores,290.0
Estudiante,Los Canelos,Higueras,290.0
Estudiante,Los Canelos,El Arenal,290.0
Estudiante,Los Canelos,Mercado,290.0
Estudiante,Los Canelos,Juan Pablo II,220.0
Estudiante,Los Canelos,Diagonal Biobío,220.0
Estudiante,Los Canelos,Alborada,220.0
Estudiante,Los Canelos,Costa Mar,200.0
Estudiante,Los Canelos,El Parque,200.0
Estudiante,Los Canelos,Lomas Coloradas,200.0
Estudiante,Los Canelos,C. Raúl Silva H.,200.0
Estudiante,Los Canelos,Hito Galvarino,150.0
Estudiante,Los Canelos,Los Canelos,150.0
Estudiante,Los Canelos,Huinca,150.0
Estudiante,Los Canelos,Cristo Redentor,150.0
Estudiante,Los Canelos,Laguna Quiñenco,180.0
Estudiante,Los Canelos,Intermodal Coronel,180.0
Estudiante,Los Canelos,Pasajero Lota,0.0
Estudiante,Los Canelos,Concepción Centro,0.0
Estudiante,Huinca,Hualqui,320.0
Estudiante,Huinca,La Leonera,300.0
Estudiante,Huinca,Manquimávida,300.0
Estudiante,Huinca,Pedro Medina,300.0
Estudiante,Huinca,Chiguayante,300.0
Estudiante,Huinca,Concepción,280.0
Estudiante,Huinca,Lorenzo Arenas,280.0
Estudiante,Huinca,UTFSM,290.0
Estudiante,Huinca,Los Cóndores,290.0
Estudiante,Huinca,Higueras,290.0
Estudiante,Huinca,El Arenal,300.0
Estudiante,Huinca,Mercado,300.0
Estudiante,Huinca,Juan Pablo II,230.0
Estudiante,Huinca,Diagonal Biobío,230.0
Estudiante,Huinca,Alborada,230.0
Estudiante,Huinca,Costa Mar,210.0
Estudiante,Huinca,El Parque,210.0
Estudiante,Huinca,Lomas Coloradas,210.0
Estudiante,Huinca,C. Raúl Silva H.,210.0
Estudiante,Huinca,Hito Galvarino,150.0
Estudiante,Huinca,Los Canelos,150.0
Estudiante,Huinca,Huinca,150.0
Estudiante,Huinca,Cristo Redentor,150.0
Estudiante,Huinca,Laguna Quiñenco,150.0
Estudiante,Huinca,Intermodal Coronel,150.0
Estudiante,Huinca,Pasajero Lota,0.0
Estudiante,Huinca,Concepción Centro,0.0
Estudiante,Cristo Redentor,Hualqui,320.0
Estudiante,Cristo Redentor,La Leonera,300.0
Estudiante,Cristo Redentor,Manquimávida,300.0
Estudiante,Cristo Redentor,Pedro Medina,300.0
Estudiante,Cristo Redentor,Chiguayante,300.0
Estudiante,Cristo Redentor,Concepción,280.0
Estudiante,Cristo Redentor,Lorenzo Arenas,280.0
Estudiante,Cristo Redentor,UTFSM,290.0
Estudiante,Cristo Redentor,Los Cóndores,290.0
Estudiante,Cristo Redentor,Higueras,290.0
Estudiante,Cristo Redentor,El Arenal,300.0
Estudiante,Cristo Redentor,Mercado,300.0
Estudiante,Cristo Redentor,Juan Pablo II,230.0
Estudiante,Cristo Redentor,Diagonal Biobío,230.0
Estudiante,Cristo Redentor,Alborada,230.0
Estudiante,Cristo Redentor,Costa Mar,210.0
Estudiante,Cristo Redentor,El Parque,210.0
Estudiante,Cristo Redentor,Lomas Coloradas,210.0
Estudiante,Cristo Redentor,C. Raúl Silva H.,210.0
Estudiante,Cristo Redentor,Hito Galvarino,150.0
Estudiante,Cristo Redentor,Los Canelos,150.0
Estudiante,Cristo Redentor,Huinca,150.0
Estudiante,Cristo Redentor,Cristo Redentor,150.0
Estudiante,Cristo Redentor,Laguna Quiñenco,150.0
Estudiante,Cristo Redentor,Intermodal Coronel,150.0
Estudiante,Cristo Redentor,Pasajero Lota,0.0
Estudiante,Cristo Redentor,Concepción Centro,0.0
Estudiante,Laguna Quiñenco,Hualqui,320.0
Estudiante,Laguna Quiñenco,La Leonera,300.0
Estudiante,Laguna Quiñenco,Manquimávida,300.0
Estudiante,Laguna Quiñenco,Pedro Medina,300.0
Estudiante,Laguna Quiñenco,Chiguayante,300.0
Estudiante,Laguna Quiñenco,Concepción,290.0
Estudiante,Laguna Quiñenco,Lorenzo Arenas,290.0
Estudiante,Laguna Quiñenco,UTFSM,300.0
Estudiante,Laguna Quiñenco,Los Cóndores,300.0
Estudiante,Laguna Quiñenco,Higueras,300.0
Estudiante,Laguna Quiñenco,El Arenal,300.0
Estudiante,Laguna Quiñenco,Mercado,300.0
Estudiante,Laguna Quiñenco,Juan Pablo II,260.0
Estudiante,Laguna Quiñenco,Diagonal Biobío,260.0
Estudiante,Laguna Quiñenco,Alborada,260.0
Estudiante,Laguna Quiñenco,Costa Mar,220.0
Estudiante,Laguna Quiñenco,El Parque,220.0
Estudiante,Laguna Quiñenco,Lomas Coloradas,220.0
Estudiante,Laguna Quiñenco,C. Raúl Silva H.,220.0
Estudiante,Laguna Quiñenco,Hito Galvarino,180.0
Estudiante,Laguna Quiñenco,Los Canelos,180.0
Estudiante,Laguna Quiñenco,Huinca,150.0
Estudiante,Laguna Quiñenco,Cristo Redentor,150.0
Estudiante,Laguna Quiñenco,Laguna Quiñenco,150.0
Estudiante,Laguna Quiñenco,Intermodal Coronel,150.0
Estudiante,Laguna Quiñenco,Pasajero Lota,0.0
Estudiante,Laguna Quiñenco,Concepción Centro,0.0
Estudiante,Intermodal Coronel,Hualqui,320.0
Estudiante,Intermodal Coronel,La Leonera,300.0
Estudiante,Intermodal Coronel,Manquimávida,300.0
Estudiante,Intermodal Coronel,Pedro Medina,300.0
Estudiante,Intermodal Coronel,Chiguayante,300.0
Estudiante,Intermodal Coronel,Concepción,290.0
Estudiante,Intermodal Coronel,Lorenzo Arenas,290.0
Estudiante,Intermodal Coronel,UTFSM,300.0
Estudiante,Intermodal Coronel,Los Cóndores,300.0
Estudiante,Intermodal Coronel,Higueras,300.0
Estudiante,Intermodal Coronel,El Arenal,300.0
Estudiante,Intermodal Coronel,Mercado,300.0
Estudiante,Intermodal Coronel,Juan Pablo II,260.0
Estudiante,Intermodal Coronel,Diagonal Biobío,260.0
Estudiante,Intermodal Coronel,Alborada,260.0
Estudiante,Intermodal Coronel,Costa Mar,220.0
Estudiante,Intermodal Coronel,El Parque,220.0
Estudiante,Intermodal Coronel,Lomas Coloradas,220.0
Estudiante,Intermodal Coronel,C. Raúl Silva H.,220.0
Estudiante,Intermodal Coronel,Hito Galvarino,180.0
Estudiante,Intermodal Coronel,Los Canelos,180.0
Estudiante,Intermodal Coronel,Huinca,150.0
Estudiante,Intermodal Coronel,Cristo Redentor,150.0
Estudiante,Intermodal Coronel,Laguna Quiñenco,150.0
Estudiante,Intermodal Coronel,Intermodal Coronel,150.0
Estudiante,Intermodal Coronel,Pasajero Lota,0.0
Estudiante,Intermodal Coronel,Concepción Centro,0.0
Estudiante,Pasajero Lota,Hualqui,0.0
Estudiante,Pasajero Lota,La Leonera,0.0
Estudiante,Pasajero Lota,Manquimávida,0.0
Estudiante,Pasajero Lota,Pedro Medina,0.0
Estudiante,Pasajero Lota,Chiguayante,0.0
Estudiante,Pasajero Lota,Concepción,0.0
Estudiante,Pasajero Lota,Lorenzo Arenas,0.0
Estudiante,Pasajero Lota,UTFSM,0.0
Estudiante,Pasajero Lota,Los Cóndores,0.0
Estudiante,Pasajero Lota,Higueras,0.0
Estudiante,Pasajero Lota,El Arenal,0.0
Estudiante,Pasajero Lota,Mercado,0.0
Estudiante,Pasajero Lota,Juan Pablo II,0.0
Estudiante,Pasajero Lota,Diagonal Biobío,0.0
Estudiante,Pasajero Lota,Alborada,0.0
Estudiante,Pasajero Lota,Costa Mar,0.0
Estudiante,Pasajero Lota,El Parque,0.0
Estudiante,Pasajero Lota,Lomas Coloradas,0.0
Estudiante,Pasajero Lota,C. Raúl Silva H.,0.0
Estudiante,Pasajero Lota,Hito Galvarino,0.0
Estudiante,Pasajero Lota,Los Canelos,0.0
Estudiante,Pasajero Lota,Huinca,0.0
Estudiante,Pasajero Lota,Cristo Redentor,0.0
Estudiante,Pasajero Lota,Laguna Quiñenco,0.0
Estudiante,Pasajero Lota,Intermodal Coronel,0.0
Estudiante,Pasajero Lota,Pasajero Lota,0.0
Estudiante,Pasajero Lota,Concepción Centro,0.0
Estudiante,Concepción Centro,Hualqui,0.0
Estudiante,Concepción Centro,La Leonera,0.0
Estudiante,Concepción Centro,Manquimávida,0.0
Estudiante,Concepción Centro,Pedro Medina,0.0
Estudiante,Concepción Centro,Chiguayante,0.0
Estudiante,Concepción Centro,Concepción,0.0
Estudiante,Concepción Centro,Lorenzo Arenas,0.0
Estudiante,Concepción Centro,UTFSM,0.0
Estudiante,Concepción Centro,Los Cóndores,0.0
Estudiante,Concepción Centro,Higueras,0.0
Estudiante,Concepción Centro,El Arenal,0.0
Estudiante,Concepción Centro,Mercado,0.0
Estudiante,Concepción Centro,Juan Pablo II,0.0
Estudiante,Concepción Centro,Diagonal Biobío,0.0
Estudiante,Concepción Centro,Alborada,0.0
Estudiante,Concepción Centro,Costa Mar,0.0
Estudiante,Concepción Centro,El Parque,0.0
Estudiante,Concepción Centro,Lomas Coloradas,0.0
Estudiante,Concepción Centro,C. Raúl Silva H.,0.0
Estudiante,Concepción Centro,Hito Galvarino,0.0
Estudiante,Concepción Centro,Los Canelos,0.0
Estudiante,Concepción Centro,Huinca,0.0
Estudiante,Concepción Centro,Cristo Redentor,0.0
Estudiante,Concepción Centro,Laguna Quiñenco,0.0
Estudiante,Concepción Centro,Intermodal Coronel,0.0
Estudiante,Concepción Centro,Pasajero Lota,0.0
Estudiante,Concepción Centro,Concepción Centro,0.0
Adulto Mayor,Hualqui,Hualqui,220.0
Adulto Mayor,Hualqui,La Leonera,250.0
Adulto Mayor,Hualqui,Manquimávida,250.0
Adulto Mayor,Hualqui,Pedro Medina,250.0
Adulto Mayor,Hualqui,Chiguayante,250.0
Adulto Mayor,Hualqui,Concepción,280.0
Adulto Mayor,Hualqui,Lorenzo Arenas,280.0
Adulto Mayor,Hualqui,UTFSM,280.0
Adulto Mayor,Hualqui,Los Cóndores,280.0
Adulto Mayor,Hualqui,Higueras,280.0
Adulto Mayor,Hualqui,El Arenal,290.0
Adulto Mayor,Hualqui,Mercado,290.0
Adulto Mayor,Hualqui,Juan Pablo II,300.0
Adulto Mayor,Hualqui,Diagonal Biobío,300.0
Adulto Mayor,Hualqui,Alborada,300.0
Adulto Mayor,Hualqui,Costa Mar,300.0
Adulto Mayor,Hualqui,El Parque,300.0
Adulto Mayor,Hualqui,Lomas Coloradas,300.0
Adulto Mayor,Hualqui,C. Raúl Silva H.,300.0
Adulto Mayor,Hualqui,Hito Galvarino,460.0
Adulto Mayor,Hualqui,Los Canelos,460.0
Adulto Mayor,Hualqui,Huinca,480.0
Adulto Mayor,Hualqui,Cristo Redentor,480.0
Adulto Mayor,Hualqui,Laguna Quiñenco,490.0
Adulto Mayor,Hualqui,Intermodal Coronel,490.0
Adulto Mayor,Hualqui,Pasajero Lota,0.0
Adulto Mayor,Hualqui,Concepción Centro,0.0
Adulto Mayor,La Leonera,Hualqui,250.0
Adulto Mayor,La Leonera,La Leonera,210.0
Adulto Mayor,La Leonera,Manquimávida,210.0
Adulto Mayor,La Leonera,Pedro Medina,210.0
Adulto Mayor,La Leonera,Chiguayante,210.0
Adulto Mayor,La Leonera,Concepción,260.0
Adulto Mayor,La Leonera,Lorenzo Arenas,260.0
Adulto Mayor,La Leonera,UTFSM,270.0
Adulto Mayor,La Leonera,Los Cóndores,270.0
Adulto Mayor,La Leonera,Higueras,270.0
Adulto Mayor,La Leonera,El Arenal,280.0
Adulto Mayor,La Leonera,Mercado,280.0
Adulto Mayor,La Leonera,Juan Pablo II,300.0
Adulto Mayor,La Leonera,Diagonal Biobío,300.0
Adulto Mayor,La Leonera,Alborada,300.0
Adulto Mayor,La Leonera,Costa Mar,300.0
Adulto Mayor,La Leonera,El Parque,300.0
Adulto Mayor,La Leonera,Lomas Coloradas,300.0
Adulto Mayor,La Leonera,C. Raúl Silva H.,300.0
Adulto Mayor,La Leonera,Hito Galvarino,450.0
Adulto Mayor,La Leonera,Los Canelos,450.0
Adulto Mayor,La Leonera,Huinca,460.0
Adulto Mayor,La Leonera,Cristo Redentor,460.0
Adulto Mayor,La Leonera,Laguna Quiñenco,460.0
Adulto Mayor,La Leonera,Intermodal Coronel,460.0
Adulto Mayor,La Leonera,Pasajero Lota,0.0
Adulto Mayor,La Leonera,Concepción Centro,0.0
Adulto Mayor,Manquimávida,Hualqui,250.0
Adulto Mayor,Manquimávida,La Leonera,210.0
Adulto Mayor,Manquimávida,Manquimávida,210.0
Adulto Mayor,Manquimávida,Pedro Medina,210.0
Adulto Mayor,Manquimávida,Chiguayante,210.0
Adulto Mayor,Manquimávida,Concepción,260.0
Adulto Mayor,Manquimávida,Lorenzo Arenas,260.0
Adulto Mayor,Manquimávida,UTFSM,270.0
Adulto Mayor,Manquimávida,Los Cóndores,270.0
Adulto Mayor,Manquimávida,Higueras,270.0
Adulto Mayor,Manquimávida,El Arenal,280.0
Adulto Mayor,Manquimávida,Mercado,280.0
Adulto Mayor,Manquimávida,Juan Pablo II,300.0
Adulto Mayor,Manquimávida,Diagonal Biobío,300.0
Adulto Mayor,Manquimávida,Alborada,300.0
Adulto Mayor,Manquimávida,Costa Mar,300.0
Adulto Mayor,Manquimávida,El Parque,300.0
Adulto Mayor,Manquimávida,Lomas Coloradas,300.0
Adulto Mayor,Manquimávida,C. Raúl Silva H.,300.0
Adulto Mayor,Manquimávida,Hito Galvarino,450.0
Adulto Mayor,Manquimávida,Los Canelos,450.0
Adulto Mayor,Manquimávida,Huinca,460.0
Adulto Mayor,Manquimávida,Cristo Redentor,460.0
Adulto Mayor,Manquimávida,Laguna Quiñenco,460.0
Adulto Mayor,Manquimávida,Intermodal Coronel,460.0
Adulto Mayor,Manquimávida,Pasajero Lota,0.0
Adulto Mayor,Manquimávida,Concepción Centro,0.0
Adulto Mayor,Pedro Medina,Hualqui,250.0
Adulto Mayor,Pedro Medina,La Leonera,210.0
Adulto Mayor,Pedro Medina,Manquimávida,210.0
Adulto Mayor,Pedro Medina,Pedro Medina,210.0
Adulto Mayor,Pedro Medina,Chiguayante,210.0
Adulto Mayor,Pedro Medina,Concepción,260.0
Adulto Mayor,Pedro Medina,Lorenzo Arenas,260.0
Adulto Mayor,Pedro Medina,UTFSM,270.0
Adulto Mayor,Pedro Medina,Los Cóndores,270.0
Adulto Mayor,Pedro Medina,Higueras,270.0
Adulto Mayor,Pedro Medina,El Arenal,280.0
Adulto Mayor,Pedro Medina,Mercado,280.0
Adulto Mayor,Pedro Medina,Juan Pablo II,300.0
Adulto Mayor,Pedro Medina,Diagonal Biobío,300.0
Adulto Mayor,Pedro Medina,Alborada,300.0
Adulto Mayor,Pedro Medina,Costa Mar,300.0
Adulto Mayor,Pedro Medina,El Parque,300.0
Adulto Mayor,Pedro Medina,Lomas Coloradas,300.0
Adulto Mayor,Pedro Medina,C. Raúl Silva H.,300.0
Adulto Mayor,Pedro Medina,Hito Galvarino,450.0
Adulto Mayor,Pedro Medina,Los Canelos,450.0
Adulto Mayor,Pedro Medina,Huinca,460.0
Adulto Mayor,Pedro Medina,Cristo Redentor,460.0
Adulto Mayor,Pedro Medina,Laguna Quiñenco,460.0
Adulto Mayor,Pedro Medina,Intermodal Coronel,460.0
Adulto Mayor,Pedro Medina,Pasajero Lota,0.0
Adulto Mayor,Pedro Medina,Concepción Centro,0.0
Adulto Mayor,Chiguayante,Hualqui,250.0
Adulto Mayor,Chiguayante,La Leonera,210.0
Adulto Mayor,Chiguayante,Manquimávida,210.0
Adulto Mayor,Chiguayante,Pedro Medina,210.0
Adulto Mayor,Chiguayante,Chiguayante,210.0
Adulto Mayor,Chiguayante,Concepción,260.0
Adulto Mayor,Chiguayante,Lorenzo Arenas,260.0
Adulto Mayor,Chiguayante,UTFSM,270.0
Adulto Mayor,Chiguayante,Los Cóndores,270.0
Adulto Mayor,Chiguayante,Higueras,270.0
Adulto Mayor,Chiguayante,El Arenal,280.0
Adulto Mayor,Chiguayante,Mercado,280.0
Adulto Mayor,Chiguayante,Juan Pablo II,300.0
Adulto Mayor,Chiguayante,Diagonal Biobío,300.0
Adulto Mayor,Chiguayante,Alborada,300.0
Adulto Mayor,Chiguayante,Costa Mar,300.0
Adulto Mayor,Chiguayante,El Parque,300.0
Adulto Mayor,Chiguayante,Lomas Coloradas,300.0
Adulto Mayor,Chiguayante,C. Raúl Silva H.,300.0
Adulto Mayor,Chiguayante,Hito Galvarino,450.0
Adulto Mayor,Chiguayante,Los Canelos,450.0
Adulto Mayor,Chiguayante,Huinca,460.0
Adulto Mayor,Chiguayante,Cristo Redentor,460.0
Adulto Mayor,Chiguayante,Laguna Quiñenco,460.0
Adulto Mayor,Chiguayante,Intermodal Coronel,460.0
Adulto Mayor,Chiguayante,Pasajero Lota,0.0
Adulto Mayor,Chiguayante,Concepción Centro,0.0
Adulto Mayor,Concepción,Hualqui,280.0
Adulto Mayor,Concepción,La Leonera,260.0
Adulto Mayor,Concepción,Manquimávida,260.0
Adulto Mayor,Concepción,Pedro Medina,260.0
Adulto Mayor,Concepción,Chiguayante,260.0
Adulto Mayor,Concepción,Concepción,210.0
Adulto Mayor,Concepción,Lorenzo Arenas,210.0
Adulto Mayor,Concepción,UTFSM,250.0
Adulto Mayor,Concepción,Los Cóndores,250.0
Adulto Mayor,Concepción,Higueras,250.0
Adulto Mayor,Concepción,El Arenal,270.0
Adulto Mayor,Concepción,Mercado,270.0
Adulto Mayor,Concepción,Juan Pablo II,290.0
Adulto Mayor,Concepción,Diagonal Biobío,290.0
Adulto Mayor,Concepción,Alborada,290.0
Adulto Mayor,Concepción,Costa Mar,290.0
Adulto Mayor,Concepción,El Parque,290.0
Adulto Mayor,Concepción,Lomas Coloradas,290.0
Adulto Mayor,Concepción,C. Raúl Silva H.,290.0
Adulto Mayor,Concepción,Hito Galvarino,430.0
Adulto Mayor,Concepción,Los Canelos,430.0
Adulto Mayor,Concepción,Huinca,430.0
Adulto Mayor,Concepción,Cristo Redentor,430.0
Adulto Mayor,Concepción,Laguna Quiñenco,440.0
Adulto Mayor,Concepción,Intermodal Coronel,440.0
Adulto Mayor,Concepción,Pasajero Lota,0.0
Adulto Mayor,Concepción,Concepción Centro,0.0
Adulto Mayor,Lorenzo Arenas,Hualqui,280.0
Adulto Mayor,Lorenzo Arenas,La Leonera,260.0
Adulto Mayor,Lorenzo Arenas,Manquimávida,260.0
Adulto Mayor,Lorenzo Arenas,Pedro Medina,260.0
Adulto Mayor,Lorenzo Arenas,Chiguayante,260.0
Adulto Mayor,Lorenzo Arenas,Concepción,210.0
Adulto Mayor,Lorenzo Arenas,Lorenzo Arenas,210.0
Adulto Mayor,Lorenzo Arenas,UTFSM,250.0
Adulto Mayor,Lorenzo Arenas,Los Cóndores,250.0
Adulto Mayor,Lorenzo Arenas,Higueras,250.0
Adulto Mayor,Lorenzo Arenas,El Arenal,270.0
Adulto Mayor,Lorenzo Arenas,Mercado,270.0
Adulto Mayor,Lorenzo Arenas,Juan Pablo II,290.0
Adulto Mayor,Lorenzo Arenas,Diagonal Biobío,290.0
Adulto Mayor,Lorenzo Arenas,Alborada,290.0
Adulto Mayor,Lorenzo Arenas,Costa Mar,290.0
Adulto Mayor,Lorenzo Arenas,El Parque,290.0
Adulto Mayor,Lorenzo Arenas,Lomas Coloradas,290.0
Adulto Mayor,Lorenzo Arenas,C. Raúl Silva H.,290.0
Adulto Mayor,Lorenzo Arenas,Hito Galvarino,430.0
Adulto Mayor,Lorenzo Arenas,Los Canelos,430.0
Adulto Mayor,Lorenzo Arenas,Huinca,430.0
Adulto Mayor,Lorenzo Arenas,Cristo Redentor,430.0
Adulto Mayor,Lorenzo Arenas,Laguna Quiñenco,440.0
Adulto Mayor,Lorenzo Arenas,Intermodal Coronel,440.0
Adulto Mayor,Lorenzo Arenas,Pasajero Lota,0.0
Adulto Mayor,Lorenzo Arenas,Concepción Centro,0.0
Adulto Mayor,UTFSM,Hualqui,280.0
Adulto Mayor,UTFSM,La Leonera,270.0
Adulto Mayor,UTFSM,Manquimávida,270.0
Adulto Mayor,UTFSM,Pedro Medina,270.0
Adulto Mayor,UTFSM,Chiguayante,270.0
Adulto Mayor,UTFSM,Concepción,250.0
Adulto Mayor,UTFSM,Lorenzo Arenas,250.0
Adulto Mayor,UTFSM,UTFSM,210.0
Adulto Mayor,UTFSM,Los Cóndores,210.0
Adulto Mayor,UTFSM,Higueras,210.0
Adulto Mayor,UTFSM,El Arenal,250.0
Adulto Mayor,UTFSM,Mercado,250.0
Adulto Mayor,UTFSM,Juan Pablo II,280.0
Adulto Mayor,UTFSM,Diagonal Biobío,280.0
Adulto Mayor,UTFSM,Alborada,280.0
Adulto Mayor,UTFSM,Costa Mar,300.0
Adulto Mayor,UTFSM,El Parque,300.0
Adulto Mayor,UTFSM,Lomas Coloradas,300.0
Adulto Mayor,UTFSM,C. Raúl Silva H.,300.0
Adulto Mayor,UTFSM,Hito Galvarino,440.0
Adulto Mayor,UTFSM,Los Canelos,440.0
Adulto Mayor,UTFSM,Huinca,440.0
Adulto Mayor,UTFSM,Cristo Redentor,440.0
Adulto Mayor,UTFSM,Laguna Quiñenco,450.0
Adulto Mayor,UTFSM,Intermodal Coronel,450.0
Adulto Mayor,UTFSM,Pasajero Lota,0.0
Adulto Mayor,UTFSM,Concepción Centro,0.0
Adulto Mayor,Los Cóndores,Hualqui,280.0
Adulto Mayor,Los Cóndores,La Leonera,270.0
Adulto Mayor,Los Cóndores,Manquimávida,270.0
Adulto Mayor,Los Cóndores,Pedro Medina,270.0
Adulto Mayor,Los Cóndores,Chiguayante,270.0
Adulto Mayor,Los Cóndores,Concepción,250.0
Adulto Mayor,Los Cóndores,Lorenzo Arenas,250.0
Adulto Mayor,Los Cóndores,UTFSM,210.0
Adulto Mayor,Los Cóndores,Los Cóndores,210.0
Adulto Mayor,Los Cóndores,Higueras,210.0
Adulto Mayor,Los Cóndores,El Arenal,250.0
Adulto Mayor,Los Cóndores,Mercado,250.0
Adulto Mayor,Los Cóndores,Juan Pablo II,280.0
Adulto Mayor,Los Cóndores,Diagonal Biobío,280.0
Adulto Mayor,Los Cóndores,Alborada,280.0
Adulto Mayor,Los Cóndores,Costa Mar,300.0
Adulto Mayor,Los Cóndores,El Parque,300.0
Adulto Mayor,Los Cóndores,Lomas Coloradas,300.0
Adulto Mayor,Los Cóndores,C. Raúl Silva H.,300.0
